Program_ID,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
1,gs_ind_0,downregulated_genes,268/2741,1.2413709498969382e-91,3.724112849690815e-91,69.75858647113954,14601.79945123,NDUFA11;IDH2;SUMO2;DBI;PCBD1;HSBP1;NDUFB11;ALKBH7;TIMM17B;B2M;SNRPD2;ACTC1;TMEM223;LAMTOR2;COX6B1;TMEM147;MRPS15;RPL18;TCAP;UFC1;NDUFS3;VDAC3;DDT;UQCRFS1;APOE;NDUFA1;RPS9;PFN1;SLC25A6;ZNHIT1;COX7A2;NDUFA8;FH;RPL41;COX7A2L;COX5B;SF3B5;MRPL12;NDUFV1;PSMB6;RPL5;VDAC2;MRPS7;ESD;WDR83OS;RPL12;PSMB5;MRPL21;HMGN3;PSME1;SUCLG1;PARK7;NKX2-5;SLC25A11;NDUFS2;SNU13;SLIRP;PGAM1;LDHB;GABARAPL2;GTF3C6;TGM2;COX7C;PRDX3;LAMTOR5;RPS13;MRPL28;GAPDH;RPL11;MRPL57;FAU;NDUFS8;MRFAP1;MYL3;RPL6;HSPE1;RPS16;CKM;NDUFB7;NEDD8;NDUFAB1;MRPS18B;MRPS21;UQCR11;NDUFS5;KRT8;GYG1;PSMB3;RPS28;TUFM;APOBEC2;UQCRH;EEF2;RPL36AL;RPL4;SMDT1;SPCS1;PRDX5;CFL1;RPL29;COX14;RPS21;SPAG7;BANF1;NDUFB3;ACOT13;PHB2;HINT1;PGAM2;TIMM13;MRPL20;BTF3;RPL27;FTH1;GHITM;ATRAID;RPL7A;JTB;LAMTOR4;MRPS12;NDUFA12;CKMT2;ARF5;TMEM141;GADD45GIP1;COX5A;MYL6;CRYAB;RPS26;NDUFS7;MDH2;TIMM8B;UBL5;NDUFA4;PRDX6;MRPL34;TMEM14C;RPS8;NDUFB6;NDUFA13;RPL21;RPS6;BEX4;CYC1;MDH1;POLE4;FITM1;VDAC1;SRP14;DYNLL1;POLR2L;SERF2;EMP3;RPL26;BCAM;NDUFB10;OAZ1;ACOT2;EEF1A2;MRPL41;MRPS36;PLN;IMMT;BRK1;CSRP3;NDUFS6;OXA1L;NDUFB9;PKM;EIF1;NDUFB2;FIS1;UQCR10;RPS14;RPL8;RPL10A;TMEM258;TPI1;CRIP2;RNASEK;CNBP;ATOX1;NDUFA3;RPL10;LDHA;MPC2;COA3;DRAP1;NOP10;MB;CISD1;YBX1;CUTA;SSBP1;TMEM126A;APRT;RPS4X;HSP90AB1;SLC25A5;ALDOA;UQCRB;PPIA;CHCHD1;SOD1;NDUFA6;DYNLT1;RPLP0;LBH;ISCA2;AK1;PGK1;RPL30;NDUFV2;LAGE3;MTCH1;PFDN6;PTRHD1;TMSB10;COX6C;ANAPC11;DCXR;PEBP1;EDF1;PNKD;SSR4;RPS27;BSG;ARL6IP5;RPS27A;EIF1B;COX7B;UQCC2;CSNK2B;C1QBP;PCBP1;COX4I1;GSTK1;CYCS;UBB;AURKAIP1;COMMD6;CD63;HSPB7;FAM162A;CUEDC2;RPL18A;HSF1;RPS5;TRAPPC1;RPS25;SLC25A4;SLC25A3;RPL22;RPSA;REEP5;COX6A1;NDUFB8;CHCHD10;RPLP1;NDUFB5;MRPL36;UQCRC1;HSPD1;EEF1B2;PPP1R1A;RPL3;DCTN3;NDUFC2
2,gs_ind_0,upregulated_genes,176/3539,5.315103122972501e-28,1.5945309368917503e-27,8.667932483749341,544.3620239425944,ARHGAP24;BTRC;DENND5B;ERBB4;MAGI2;RANBP17;MLLT10;CAMK2D;TENM4;EFNA5;PRICKLE1;FAM120B;EXOC2;ZNF827;EIF4G3;KLF12;GLCCI1;FREM1;MED13L;RBMS1;DLEU2;WDPCP;TTN;TTC17;FCHSD2;UBR5;SORBS2;AKAP13;ARID1B;NSMCE2;NF1;VPS8;TTLL5;RAPGEF2;JMJD1C;MCC;ANK2;ADAMTS6;NFIA;REV3L;RAD51B;TSC22D2;NAV2;LAMA2;BTBD9;TNIK;SIPA1L2;CLASP2;AKAP6;PRKCA;CRADD;TCF7L2;KCNQ5;HDAC9;ZNF780B;RBMS3;NFAT5;MAGI1;PBX3;SGMS1;MACF1;BAZ2B;KIF13A;ERC2;EPB41L3;NCOA1;EXT1;EDNRA;FBXL7;NBEA;PHF21A;CHSY3;CADM1;SLC16A1-AS1;GPR39;LPP;ADGRL3;MYRFL;NEBL;ZDHHC14;KCNH7;TNNI3K;HDAC8;RABGAP1L;KMT2C;LMBR1;UBR3;ROBO1;DLC1;CHKA;ANTXR2;FNDC3B;SAMD12;RBPMS;CPEB3;SOBP;SCMH1;DGKH;LGR4;SOX6;SPIDR;ASAP1;CACNA2D1;CDK14;GUCY1A2;SIPA1L1;SSH2;CDK6;ARL15;CLASP1;RFX7;MAP4K3;DCLK2;PTPRM;ANK3;FTX;ABHD18;ZFAND3;PPP1R9A;WDFY3;SHROOM3;DANT2;NAV1;ADAMTS9-AS2;JAZF1;TNRC6A;INPP4B;COG5;TBCK;CCDC144NL-AS1;TANC2;MIR99AHG;MBD5;FTO;SH3GL3;PAN3;SH3D19;RGL1;ZC3H12B;PTPRD;RICTOR;TTC28;MLLT3;FRY;NRP1;ARFGEF1;LDLRAD4;USP34;NCOA2;DLG2;BCAS3;NAALADL2;IGSF1;ZCCHC7;HERC4;STK33;CDC42BPA;LTBP1;ATXN1;ZNF704;ARHGAP6;IGF2BP2;ATP9B;TBC1D22A;DST;GAB1;GPHN;VPS54;RERE;ERC1;NCKAP5;PCDH7;EXOC6B;MBTD1;RASAL2;TSPAN5
3,gs_ind_0,upregulated_genes,72/3539,0.0005241027348076626,0.0015723082044229878,2.063852657796421,15.589977332612465,PHLPP1;GPR137C;CCDC150;TTF2;SMCHD1;RAD51B;LYPD6;CHEK1;HELLS;SMC4;RANBP17;XRCC2;BRIP1;SHCBP1;CIT;PLK4;CENPU;PRKDC;CDKN2A;FANCD2;KIF24;DTL;NRG3;UHRF1;TIAM1;FANCA;GINS1;DMC1;SPIDR;BRCA2;C5;ZNF730;LIG1;CASP8AP2;EZH2;ARHGAP11B;INAFM1;DLEU2;IL12RB1;COL9A1;DIAPH3;RAD54L;POLQ;DNAJC9;MTFR2;CAMK4;RECQL4;RBL1;CHAF1A;LSM11;CLSPN;RNASEH2B;TIMELESS;E2F1;TIPIN;MYO3A;C1QTNF2;HMGB1;MND1;ORC1;MYBL1;POLE2;POLE;BRI3BP;TONSL;NETO2;RIMS2;KIF15;GINS2;RTTN;PBX4;KNTC1
4,gs_ind_0,downregulated_genes,79/2741,4.481820824164046e-16,1.344546247249214e-15,6.789586551567469,239.95303307331793,CITED2;DUSP13;TFAM;ATP6V0B;TBRG1;HERPUD1;CCDC86;JAGN1;APOD;NR2C2AP;FTL;NOL7;NIFK;EMC6;ZFAS1;IL6R;CEBPZ;PIM3;MRPL47;CCDC137;ZNF79;CEP85L;FBXL15;MRFAP1;MIR22HG;MRPS18B;EXOSC4;CEBPG;EIF6;ARF4;TSSC4;SLC7A6OS;MAK16;PNO1;DPH2;PHF5A;NPTX2;TRIAP1;PSMD12;ZNF503;SF3B2;GAR1;PERM1;TAF7;NTMT1;ZNF770;SCO2;SNHG12;BIRC3;RPS19BP1;DDX21;TIMM17A;CSRP3;DNAJC25;EIF1;ZNF468;DDIT3;SNHG8;MRPS30;CNBP;GPX1;GLO1;SEPHS2;FAM200A;CCDC59;PSMA7;SF3B6;RNPS1;GPN3;CREB3;TPGS1;SERTAD1;EPB41L4A-AS1;SPSB3;EIF3D;BNIP1;RNF114;ZNHIT2;GCC1
7,gs_ind_0,upregulated_genes,79/3539,3.0461035845836664e-10,9.138310753750999e-10,5.016506285218899,109.92162386462276,BIRC7;BTRC;KAZN;ADCY2;CACNA1A;TTC29;ARFGEF3;IL1RAPL2;SKAP1;FOXN4;COL13A1;PRKG2;FCHSD2;BCL11B;PRKCB;ARID1B;LPAR1;COLQ;NLGN4Y;TRABD2B;ANK2;ADAMTSL1;NAV2;BTBD9;AMH;CDC14A;MEGF10;MAGI1;PBX3;DSCAML1;ERC2;ZDHHC19;EXT1;DGKI;CPED1;SRGAP1;ERG;C5AR1;CPNE8;KMT2C;SLC12A8;FBRS;FNDC3B;DAW1;VWDE;SCMH1;TMEM72;ALCAM;EPHA4;RFX7;EYS;PTPRM;TG;RUNX1;STXBP5;SHROOM3;CYP2C9;PIGN;TNRC6A;COG5;FTO;RGL1;FMNL1;MLLT3;LDLRAD4;SELPLG;PPP2R2B;ZCCHC7;CTNNA2;SPTB;MID1;ATXN1;DPY19L2;ADAMTS12;KLRD1;PLXNA2;RERE;SDK2;RASAL2
8,gs_ind_0,upregulated_genes,67/3539,1.0400194656655339e-10,3.120058396996602e-10,7.087257019438445,162.91202370631112,ARHGAP24;PTPRT;DPYS;EFCAB8;ZNF385D;CD200R1;DOK5;ULK4;LINC01498;CACNB4;CPNE8;DENND5B;SLC12A8;MUC13;ADGRG5;PRMT8;KHDRBS2;RXFP1;PHEX;IGSF11;STAB2;CAMK2D;TENM4;NELL2;SYCP2;MGLL;GRIA3;TM4SF1-AS1;SEZ6L;SELPLG;KIAA1328;TXK;EFCAB13;SETBP1;DSCAML1;ESYT3;COLEC10;ERC2;FAT3;MYO3B;NKAIN3;MEI1;EPB41L3;SLC45A2;RHOH;ZBBX;GLIPR1L2;P2RY14;BMPR1B;DNAH12;LINC01127;EML6;S100Z;ARHGAP44;TGFBRAP1;ATP2B2;MAPK10;GPR39;NOX4;CNOT6L;MSANTD1;MYRFL;ADAMTS20;CD163L1;LINC00640;ANO4;SPANXA2-OT1
9,gs_ind_0,downregulated_genes,81/2741,1.2945194926648518e-14,3.8835584779945554e-14,5.530496002775649,176.8544872347843,DUSP13;COPB2;G6PC3;ARL1;DDT;TMBIM6;SRPRA;TUBA4A;YIF1A;SHISA4;PSMB6;VKORC1;CYB561D2;S100A11;IFI27;GPX3;HLA-C;GPT;GAPDH;MYDGF;CTSD;LINC00482;YIPF2;JOSD2;ARF4;PLA2G4F;GSTP1;PRDX5;TMEM208;APOL2;PRDX4;TMEM14B;JTB;RHOA;ACTB;SPNS1;MYL6;HCFC1R1;PSAP;IGFBP6;FITM1;TUBB2A;PRDX1;DNAJC15;DAD1;SERF2;EMP3;ENO1;MLPH;S100A10;RNASEK;GJA4;CLIC3;HTRA3;CD74;SH3BGRL3;SEC22B;APRT;CHMP2A;ALDOA;NDUFAF3;KCNK15-AS1;LAGE3;CREB3;TMSB10;CNPY2;SSR4;EDF1;AKR1A1;SELENBP1;BLVRB;VAMP5;SERPING1;RABAC1;AURKAIP1;S100A4;CD63;P4HB;PPA1;SEC13;KDELR2
10,gs_ind_0,upregulated_genes,55/3539,0.00015956820441627743,0.0004787046132488323,2.630963096309631,23.002613256539234,TRABD2B;SHC4;BICC1;CHRM3;RNF217-AS1;ADCY2;JADE2;KIF1A;FNDC3B;NEDD9;SYT6;ZPLD1;MYOZ1;AHCYL1;NUAK1;ITGA4;PAX3;DNAH8;ALDH1A2;ZSWIM6;P3H2;CPEB4;AMPD3;TSSK6;SPTBN1;FAT1;ACE2;SMG1;MACF1;ATRNL1;EPHA4;ADGRG6;HERC4;MID1;SHISA9;NEB;RERGL;WDPCP;DDX60;DDAH1;DYNC1H1;CPEB1;SLC6A6;XPR1;USP53;ANK3;SLK;UBR5;LRRC72;ATP2B2;PCGF5;MYO5A;SULT1A3;IQSEC3;LINC01258
11,gs_ind_0,downregulated_genes,62/2741,0.0018901216257567015,0.0056703648772701044,1.7914302528969444,11.234263517622901,LMAN1;ART5;ITM2B;MYDGF;HSPA5;B2M;LAMP1;NDUFA13;GLMP;G6PC3;TMEM147;C1GALT1C1;RPN1;SLIT3;LPAR5;MCFD2;S100A1;PPIB;TMED9;YIPF3;SERF2;CNPY2;SSR4;TMED4;LRPAP1;YIF1A;SPCS1;VKORC1;GRN;RABAC1;TMEM59;S100A11;ASIC2;CD63;S100A9;OSTC;TMEM258;HEXA;IFI27;CTSL;CDC42EP2;RNASEK;PDIA3;FUCA2;TMEM101;TMED1;EMC7;IL13RA1;CD59;CALR;UBL5;SSR2;LRRC2-AS1;CD74;SC5D;TMED10;CHPF;SYNGR1;ITM2C;ATP6AP1;NEU1;DDOST
14,gs_ind_0,downregulated_genes,25/2741,0.01242487426678239,0.03727462280034717,2.134500632336439,9.366305801729624,FAM200A;HSP90AB1;KMT2E-AS1;CEP85L;ZNF852;ASH1L-AS1;SNHG19;ART1;M6PR;TMBIM6;BSG;CCDC71;SNRPA;NFYC-AS1;ZNF674-AS1;IP6K3;S100A9;RNASEK;ZNF425;SYP;THUMPD3-AS1;SCML1;ART5;ATP6AP1;CNBD2
15,gs_ind_0,downregulated_genes,76/2741,3.0138832126614325e-13,9.041649637984298e-13,5.181464005887191,149.38355996462857,LMAN1;HSD3B7;ELP5;ICAM2;YIPF5;ATP6V0B;CAMLG;SPARCL1;MSMO1;CST3;PRELID1;PRDX1;MVD;YIPF2;DAD1;FARSA;APOE;SERF2;RASSF1;CBR3;LRRC73;CREB3;LINC00921;HMGCS1;PTRH2;CNPY2;SSR4;CFD;EDF1;RGS9BP;SEC61B;TMEM198;SAR1B;SRPRA;GMPPB;CSNK2B;YIF1A;PRDX5;TMEM208;FTL;DDIT3;RABAC1;SPSB3;CYB561D2;IP6K3;MTHFD2;NOL7;TMEM52;FIS1;DERL1;AURKAIP1;MLF2;ALG3;PCYT2;SCAMP3;SYP;MRPL55;TCTA;SLC1A5;ZNF841;PCK2;EHD2;PSMD13;SCD;AIF1;GPT;CUTA;MON1B;FLJ20021;NAPA;RNF187;SEC13;STC2;SEPHS2;ARFIP2;NEU1
16,gs_ind_0,upregulated_genes,54/3539,0.003676513554662432,0.011029540663987297,1.9785256527874617,11.091200069982207,ATP1A4;GRM3;SEL1L2;PIEZO2;MIR4300HG;CRK;LINC00871;CACNB4;ICA1L;ACADL;SERTAD2;MUC13;LINC00609;RXFP1;FMNL1;STAB2;SPTAN1;SHC3;GPR158;AOAH;MOBP;TPST1;SPNS2;HORMAD2;BTLA;UNC13A;SEZ6L;UNC13C;SELPLG;NEURL1B;SPTBN1;PLPP4;CTNNA2;LINC00922;CELF4;HTR7;ADAM33;M1AP;RHOH;DMBT1;MAP2;TACR3;SLC43A2;RAB31;LINC00536;NRXN2;ATP8B4;HMCN2;COL6A6;FSTL4;HCRTR2;FMNL3;SLC35G1;PBX4
18,gs_ind_0,upregulated_genes,49/3539,1.3257138009480075e-07,3.977141402844023e-07,5.9681663416085415,94.5127452952437,CNTNAP5;P2RY12;HAVCR1;BDNF;SPNS3;XAF1;ARL13A;SLC16A9;SRD5A2;IMPG1;ADGRG5;DPP10;ADGRB1;RXFP1;GLRA2;DAW1;EGR2;HECW1;LINC00968;PLCD4;CCDC26;PDZRN4;SPAM1;AGBL1;CLC;TRAPPC3L;UNC13C;DCC;LRRC4C;LINC00498;SLC14A2;TRPC6;CYP4A22-AS1;LINC01358;M1AP;ISL2;NKAIN1;EML6;BANK1;MIR3681HG;L1TD1;FSTL4;AFAP1L2;CDH18;RIMS1;RIMS2;SLC39A12;SLC5A11;LINC01258
19,gs_ind_0,downregulated_genes,104/2741,1.2903853899467582e-18,3.871156169840275e-18,5.685188122642422,234.18194247464146,DUSP13;ASAH1;ZNF511;ATP6V0B;MRPS15;TRMT6;FARSA;CCT5;MRPL49;TMED9;CCDC86;PFN1;COX7A2;BBIP1;PLEKHJ1;LINC00649;PSMB6;MRPL54;URM1;FTL;ANAPC13;S100A11;NOL7;MRPL21;EMC6;EMC7;ZFAS1;RBM42;GAPDH;MRPL47;RNF7;MYDGF;SURF2;MRFAP1;MIR22HG;MRPS18B;PDCD5;SAP18;SNAPC2;GSTP1;UQCRH;SPCS1;EPHX1;HINT1;CENPV;FTH1;LRRC59;TRIAP1;MPDU1;GADD45GIP1;CLIC1;SF3B2;ADRM1;STRAP;TMEM14C;NTMT1;PRDX1;EMG1;PSMD6;STOML2;BNIP3;DYNLL1;ENO1;RPS19BP1;NDUFB10;EIF2S1;CSRP3;COPS6;EIF1;DDIT3;TMEM59;PITHD1;RPL8;RNASEK;CNBP;GPX1;LDHA;COPS5;NFKBIB;MRPL27;ALDOA;SOD1;NDUFA6;BORCS7;TIMM21;RRM2B;PFDN6;EDF1;SEC61B;RPS27A;EIF1B;CSNK2B;VAMP5;CYCS;MLF2;CD63;EIF3D;SLC25A4;COX17;PSMA3;RNF114;FAM136A;COX6A1;CCT7
20,gs_ind_0,upregulated_genes,54/3539,9.276343432181675e-12,2.7829030296545027e-11,17.134155788265673,435.2684462170422,PTPRT;CLRN1-AS1;LINC00871;ARL13A;SRD5A2;SLC12A8;TRPM2;ADGRG5;LINC00609;PHEX;LINC00390;SLC8A3;ZNF831;CLDN4;ZPLD1;GRM5;KLHL29;GPR158;RTN1;ST18;TM4SF1-AS1;LINC00877;UNC13A;DCC;LINC01500;SHANK2;CHODL;TRPC6;RBFOX3;CTNNA2;CYP4A22-AS1;NPPA;MEF2C-AS1;LINC01358;CFAP47;OR9Q1;PRKG2;AFF2;SLC6A6;RGSL1;DGKI;ADGB;SHROOM4;GRIA2;EML6;SCUBE1;S100Z;NRCAM;KIF5A;NLRP14;HS3ST4;DLGAP1;CNTNAP2;LINC00376
